date,world,qty,val
2020-01-08,gr,168.0,1312.0
2020-01-08,grav,6.0,15000.0
2020-01-08,mtn,36.0,75360.0
2020-01-08,rd,66.0,139500.0
2020-01-09,gr,306.0,13724.0
2020-01-09,grav,12.0,14972.0
2020-01-09,mtn,66.0,142920.0
2020-01-09,rd,144.0,393504.0
2020-01-09,u&r,12.0,7948.0
2020-01-10,gr,270.0,5708.0
2020-01-10,mtn,54.0,114832.0
2020-01-10,rd,78.0,243028.0
2020-01-13,gr,570.0,12092.0
2020-01-13,grav,30.0,66824.0
2020-01-13,mtn,96.0,208692.0
2020-01-13,rd,180.0,510968.0
2020-01-13,u&r,12.0,8748.0
2020-01-14,gr,204.0,4904.0
2020-01-14,grav,12.0,28712.0
2020-01-14,mtn,36.0,79400.0
2020-01-14,rd,84.0,265040.0
2020-01-14,u&r,6.0,4352.0
2020-01-15,gr,144.0,7836.0
2020-01-15,grav,6.0,8000.0
2020-01-15,mtn,66.0,154320.0
2020-01-15,rd,66.0,245016.0
2020-01-15,u&r,6.0,4352.0
2020-01-16,gr,342.0,7448.0
2020-01-16,mtn,30.0,83152.0
2020-01-16,rd,78.0,144688.0
2020-01-17,gr,294.0,2608.0
2020-01-17,grav,6.0,12752.0
2020-01-17,mtn,84.0,203604.0
2020-01-17,rd,114.0,334596.0
2020-01-17,u&r,6.0,3996.0
2020-01-20,gr,390.0,9636.0
2020-01-20,grav,12.0,40956.0
2020-01-20,mtn,144.0,307388.0
2020-01-20,rd,234.0,750136.0
2020-01-20,u&r,6.0,5396.0
2020-01-21,gr,348.0,3740.0
2020-01-21,grav,6.0,9196.0
2020-01-21,mtn,72.0,181872.0
2020-01-21,rd,156.0,404260.0
2020-01-21,u&r,6.0,7196.0
2020-01-22,gr,390.0,5708.0
2020-01-22,grav,18.0,31588.0
2020-01-22,mtn,60.0,144940.0
2020-01-22,rd,138.0,408976.0
2020-01-22,u&r,18.0,15988.0
2020-01-23,gr,276.0,2952.0
2020-01-23,grav,48.0,79968.0
2020-01-23,mtn,66.0,133576.0
2020-01-23,rd,120.0,394632.0
2020-01-23,u&r,6.0,4396.0
2020-01-24,gr,180.0,1880.0
2020-01-24,grav,18.0,29988.0
2020-01-24,mtn,72.0,154512.0
2020-01-24,rd,54.0,142984.0
2020-01-27,gr,654.0,9920.0
2020-01-27,grav,18.0,39992.0
2020-01-27,mtn,138.0,352644.0
2020-01-27,rd,414.0,1008528.0
2020-01-27,u&r,6.0,3996.0
2020-01-28,gr,264.0,8840.0
2020-01-28,grav,12.0,17996.0
2020-01-28,mtn,90.0,213356.0
2020-01-28,rd,180.0,410612.0
2020-01-28,u&r,24.0,23472.0
2020-01-29,gr,222.0,7348.0
2020-01-29,grav,12.0,18656.0
2020-01-29,mtn,48.0,108772.0
2020-01-29,rd,168.0,362512.0
2020-01-29,u&r,24.0,23184.0
2020-01-30,gr,210.0,2376.0
2020-01-30,grav,18.0,26392.0
2020-01-30,mtn,48.0,136392.0
2020-01-30,rd,138.0,320488.0
2020-01-30,u&r,6.0,3996.0
2020-01-31,gr,282.0,3160.0
2020-01-31,grav,18.0,26948.0
2020-01-31,mtn,102.0,228868.0
2020-01-31,rd,264.0,680192.0
2020-01-31,u&r,6.0,8336.0
2020-02-01,gr,102.0,1436.0
2020-02-01,grav,6.0,12396.0
2020-02-01,mtn,54.0,115568.0
2020-02-01,rd,84.0,227904.0
2020-02-01,u&r,6.0,7196.0
2020-02-03,gr,282.0,3232.0
2020-02-03,grav,174.0,244904.0
2020-02-03,mtn,108.0,261728.0
2020-02-03,rd,378.0,979768.0
2020-02-04,gr,528.0,13720.0
2020-02-04,grav,120.0,164028.0
2020-02-04,mtn,78.0,186576.0
2020-02-04,rd,222.0,563520.0
2020-02-04,u&r,12.0,8184.0
2020-02-05,gr,318.0,4560.0
2020-02-05,grav,174.0,234332.0
2020-02-05,mtn,42.0,114956.0
2020-02-05,rd,84.0,192548.0
2020-02-06,gr,282.0,3456.0
2020-02-06,grav,168.0,274708.0
2020-02-06,mtn,36.0,84236.0
2020-02-06,rd,60.0,134136.0
2020-02-06,u&r,6.0,4744.0
2020-02-07,gr,222.0,3040.0
2020-02-07,grav,108.0,165468.0
2020-02-07,mtn,36.0,54700.0
2020-02-07,rd,72.0,204104.0
2020-02-10,gr,690.0,14452.0
2020-02-10,grav,138.0,214980.0
2020-02-10,mtn,96.0,245588.0
2020-02-10,rd,204.0,557568.0
2020-02-10,u&r,24.0,23676.0
2020-02-11,gr,372.0,4284.0
2020-02-11,grav,66.0,96904.0
2020-02-11,mtn,42.0,81360.0
2020-02-11,rd,78.0,192156.0
2020-02-11,u&r,24.0,24532.0
2020-02-12,gr,444.0,5836.0
2020-02-12,grav,90.0,172980.0
2020-02-12,mtn,42.0,97356.0
2020-02-12,rd,108.0,293436.0
2020-02-13,gr,366.0,11492.0
2020-02-13,grav,78.0,171792.0
2020-02-13,mtn,12.0,19844.0
2020-02-13,rd,72.0,215456.0
2020-02-13,u&r,12.0,12704.0
2020-02-14,gr,234.0,3052.0
2020-02-14,grav,54.0,86208.0
2020-02-14,mtn,66.0,151080.0
2020-02-14,rd,90.0,260728.0
2020-02-14,u&r,6.0,4352.0
2020-02-17,gr,570.0,13460.0
2020-02-17,grav,114.0,189892.0
2020-02-17,mtn,132.0,267476.0
2020-02-17,rd,306.0,864244.0
2020-02-17,u&r,12.0,9104.0
2020-02-18,gr,300.0,5508.0
2020-02-18,grav,54.0,81344.0
2020-02-18,mtn,54.0,133960.0
2020-02-18,rd,102.0,270876.0
2020-02-18,u&r,6.0,10196.0
2020-02-19,gr,204.0,3400.0
2020-02-19,grav,12.0,20548.0
2020-02-19,mtn,30.0,63808.0
2020-02-19,rd,78.0,212908.0
2020-02-19,u&r,6.0,7552.0
2020-02-20,gr,426.0,5256.0
2020-02-20,grav,42.0,101320.0
2020-02-20,mtn,132.0,235788.0
2020-02-20,rd,168.0,386148.0
2020-02-21,gr,420.0,4624.0
2020-02-21,grav,54.0,84892.0
2020-02-21,mtn,102.0,180608.0
2020-02-21,rd,84.0,179028.0
2020-02-21,u&r,6.0,7552.0
2020-02-22,gr,12.0,1656.0
2020-02-24,gr,132.0,2376.0
2020-02-24,mtn,12.0,48092.0
2020-02-24,rd,30.0,123224.0
2020-02-25,gr,828.0,15848.0
2020-02-25,grav,102.0,140672.0
2020-02-25,mtn,390.0,817244.0
2020-02-25,rd,402.0,1087348.0
2020-02-25,u&r,36.0,30152.0
2020-02-26,gr,318.0,7772.0
2020-02-26,grav,66.0,97792.0
2020-02-26,mtn,108.0,265568.0
2020-02-26,rd,156.0,439428.0
2020-02-26,u&r,18.0,13944.0
2020-02-27,gr,288.0,8576.0
2020-02-27,grav,114.0,225680.0
2020-02-27,mtn,114.0,216736.0
2020-02-27,rd,168.0,479628.0
2020-02-28,gr,312.0,4928.0
2020-02-28,grav,138.0,283760.0
2020-02-28,mtn,246.0,573164.0
2020-02-28,rd,366.0,830712.0
2020-02-28,u&r,12.0,13188.0
2020-02-29,gr,216.0,2952.0
2020-02-29,grav,126.0,228508.0
2020-02-29,mtn,240.0,498288.0
2020-02-29,rd,300.0,748096.0
2020-02-29,u&r,12.0,10192.0
2020-03-02,gr,216.0,6636.0
2020-03-02,grav,102.0,153600.0
2020-03-02,mtn,162.0,314812.0
2020-03-02,rd,138.0,384204.0
2020-03-02,u&r,18.0,15220.0
2020-03-03,gr,312.0,4424.0
2020-03-03,grav,36.0,52500.0
2020-03-03,mtn,78.0,162504.0
2020-03-03,rd,150.0,365000.0
2020-03-03,u&r,18.0,12656.0
2020-03-04,gr,462.0,6884.0
2020-03-04,grav,48.0,68652.0
2020-03-04,mtn,84.0,198608.0
2020-03-04,rd,126.0,409680.0
2020-03-05,gr,468.0,5676.0
2020-03-05,grav,42.0,73380.0
2020-03-05,mtn,78.0,145048.0
2020-03-05,rd,156.0,378876.0
2020-03-05,u&r,24.0,19380.0
2020-03-06,gr,474.0,4928.0
2020-03-06,grav,60.0,94216.0
2020-03-06,mtn,144.0,273448.0
2020-03-06,rd,264.0,714412.0
2020-03-06,u&r,18.0,16652.0
2020-03-09,gr,846.0,17724.0
2020-03-09,grav,156.0,234824.0
2020-03-09,mtn,294.0,621908.0
2020-03-09,rd,444.0,1275396.0
2020-03-09,u&r,54.0,43308.0
2020-03-10,gr,606.0,15228.0
2020-03-10,grav,24.0,35540.0
2020-03-10,mtn,90.0,205176.0
2020-03-10,rd,204.0,577548.0
2020-03-10,u&r,12.0,7904.0
2020-03-11,gr,378.0,5192.0
2020-03-11,grav,12.0,20104.0
2020-03-11,mtn,114.0,242936.0
2020-03-11,rd,138.0,382752.0
2020-03-11,u&r,24.0,24248.0
2020-03-12,gr,486.0,10872.0
2020-03-12,grav,24.0,34520.0
2020-03-12,mtn,96.0,214000.0
2020-03-12,rd,132.0,419732.0
2020-03-13,gr,402.0,7388.0
2020-03-13,grav,54.0,105344.0
2020-03-13,mtn,144.0,309876.0
2020-03-13,rd,192.0,447120.0
2020-03-13,u&r,12.0,12704.0
2020-03-14,gr,30.0,328.0
2020-03-16,gr,426.0,8192.0
2020-03-16,grav,96.0,154340.0
2020-03-16,mtn,276.0,550644.0
2020-03-16,rd,330.0,759124.0
2020-03-16,u&r,60.0,46188.0
2020-03-17,gr,360.0,7596.0
2020-03-17,grav,60.0,101144.0
2020-03-17,mtn,144.0,301016.0
2020-03-17,rd,168.0,375072.0
2020-03-17,u&r,36.0,33308.0
2020-03-18,gr,390.0,8292.0
2020-03-18,grav,42.0,66888.0
2020-03-18,mtn,66.0,155152.0
2020-03-18,rd,96.0,224200.0
2020-03-18,u&r,24.0,18784.0
2020-03-19,gr,372.0,5800.0
2020-03-19,grav,18.0,28336.0
2020-03-19,mtn,132.0,221540.0
2020-03-19,rd,144.0,294608.0
2020-03-19,u&r,30.0,21536.0
2020-03-20,gr,246.0,2480.0
2020-03-20,grav,54.0,100172.0
2020-03-20,mtn,144.0,268312.0
2020-03-20,rd,162.0,369444.0
2020-03-20,u&r,36.0,31196.0
2020-03-23,gr,576.0,14164.0
2020-03-23,grav,108.0,154728.0
2020-03-23,mtn,300.0,540228.0
2020-03-23,rd,372.0,748620.0
2020-03-23,u&r,108.0,96196.0
2020-03-24,gr,174.0,2004.0
2020-03-24,grav,18.0,27588.0
2020-03-24,mtn,84.0,157828.0
2020-03-24,rd,192.0,433200.0
2020-03-24,u&r,12.0,7592.0
2020-03-25,gr,486.0,8012.0
2020-03-25,grav,30.0,51652.0
2020-03-25,mtn,78.0,138756.0
2020-03-25,rd,138.0,322840.0
2020-03-25,u&r,30.0,22380.0
2020-03-26,gr,360.0,6044.0
2020-03-26,grav,42.0,86080.0
2020-03-26,mtn,240.0,455548.0
2020-03-26,rd,300.0,597448.0
2020-03-26,u&r,60.0,47160.0
2020-03-27,gr,450.0,5400.0
2020-03-27,grav,66.0,119656.0
2020-03-27,mtn,240.0,479260.0
2020-03-27,rd,330.0,691216.0
2020-03-27,u&r,84.0,75008.0
2020-03-30,gr,474.0,6472.0
2020-03-30,grav,96.0,138336.0
2020-03-30,mtn,414.0,838760.0
2020-03-30,rd,534.0,1213688.0
2020-03-30,u&r,126.0,105076.0
2020-03-31,gr,312.0,4388.0
2020-03-31,grav,72.0,121236.0
2020-03-31,mtn,204.0,404456.0
2020-03-31,rd,180.0,426284.0
2020-03-31,u&r,36.0,27580.0
2020-04-01,gr,432.0,3944.0
2020-04-01,grav,102.0,186060.0
2020-04-01,mtn,120.0,257536.0
2020-04-01,rd,102.0,203584.0
2020-04-01,u&r,30.0,22380.0
2020-04-02,gr,396.0,11420.0
2020-04-02,grav,54.0,109252.0
2020-04-02,mtn,72.0,168536.0
2020-04-02,rd,102.0,207420.0
2020-04-02,u&r,48.0,40948.0
2020-04-03,gr,396.0,2752.0
2020-04-03,grav,30.0,58096.0
2020-04-03,mtn,102.0,218796.0
2020-04-03,rd,114.0,233560.0
2020-04-03,u&r,36.0,26092.0
2020-04-06,gr,774.0,18304.0
2020-04-06,grav,90.0,151120.0
2020-04-06,mtn,222.0,423660.0
2020-04-06,rd,390.0,753876.0
2020-04-06,u&r,66.0,63104.0
2020-04-07,gr,450.0,8324.0
2020-04-07,grav,72.0,110244.0
2020-04-07,mtn,156.0,297824.0
2020-04-07,rd,330.0,785612.0
2020-04-07,u&r,90.0,79252.0
2020-04-08,gr,624.0,13272.0
2020-04-08,grav,66.0,88076.0
2020-04-08,mtn,174.0,311588.0
2020-04-08,rd,324.0,605352.0
2020-04-08,u&r,60.0,45560.0
2020-04-09,gr,750.0,9696.0
2020-04-09,grav,78.0,129264.0
2020-04-09,mtn,138.0,272948.0
2020-04-09,rd,348.0,651296.0
2020-04-09,u&r,60.0,45280.0
2020-04-10,gr,396.0,6796.0
2020-04-10,grav,30.0,53336.0
2020-04-10,mtn,96.0,172576.0
2020-04-10,rd,120.0,217096.0
2020-04-10,u&r,12.0,9592.0
2020-04-13,gr,954.0,17368.0
2020-04-13,grav,90.0,137092.0
2020-04-13,mtn,330.0,660008.0
2020-04-13,rd,618.0,1261276.0
2020-04-13,u&r,138.0,106392.0
2020-04-14,gr,882.0,12968.0
2020-04-14,grav,78.0,116716.0
2020-04-14,mtn,180.0,303420.0
2020-04-14,rd,240.0,545144.0
2020-04-14,u&r,42.0,33340.0
2020-04-15,gr,786.0,17620.0
2020-04-15,grav,72.0,106100.0
2020-04-15,mtn,288.0,508132.0
2020-04-15,rd,282.0,485896.0
2020-04-15,u&r,48.0,33472.0
2020-04-16,gr,876.0,16424.0
2020-04-16,grav,72.0,99140.0
2020-04-16,mtn,450.0,778704.0
2020-04-16,rd,300.0,617224.0
2020-04-16,u&r,102.0,76068.0
2020-04-17,gr,474.0,5212.0
2020-04-17,grav,162.0,236616.0
2020-04-17,mtn,384.0,666132.0
2020-04-17,rd,450.0,858140.0
2020-04-17,u&r,60.0,44808.0
2020-04-18,gr,696.0,8320.0
2020-04-18,grav,72.0,115780.0
2020-04-18,mtn,360.0,636956.0
2020-04-18,rd,342.0,622716.0
2020-04-18,u&r,60.0,47684.0
2020-04-20,gr,918.0,15324.0
2020-04-20,grav,114.0,166948.0
2020-04-20,mtn,510.0,911604.0
2020-04-20,rd,486.0,1042864.0
2020-04-20,u&r,84.0,66880.0
2020-04-21,gr,720.0,13048.0
2020-04-21,grav,54.0,81544.0
2020-04-21,mtn,300.0,517104.0
2020-04-21,rd,282.0,626236.0
2020-04-21,u&r,36.0,25988.0
2020-04-22,gr,714.0,10840.0
2020-04-22,grav,48.0,73028.0
2020-04-22,mtn,318.0,590240.0
2020-04-22,rd,312.0,612480.0
2020-04-22,na,6.0,12352.0
2020-04-22,u&r,72.0,63896.0
2020-04-23,gr,660.0,12956.0
2020-04-23,grav,66.0,93144.0
2020-04-23,mtn,288.0,550928.0
2020-04-23,rd,216.0,365720.0
2020-04-23,u&r,36.0,34404.0
2020-04-24,gr,660.0,15516.0
2020-04-24,grav,54.0,77244.0
2020-04-24,mtn,318.0,594092.0
2020-04-24,rd,342.0,770196.0
2020-04-24,na,12.0,24704.0
2020-04-24,u&r,90.0,65156.0
2020-04-27,gr,1098.0,28964.0
2020-04-27,grav,66.0,115164.0
2020-04-27,mtn,408.0,782472.0
2020-04-27,rd,672.0,1353988.0
2020-04-27,na,6.0,12352.0
2020-04-27,u&r,78.0,65364.0
2020-04-28,gr,966.0,13628.0
2020-04-28,grav,168.0,240508.0
2020-04-28,mtn,228.0,410412.0
2020-04-28,rd,300.0,549448.0
2020-04-28,na,6.0,12352.0
2020-04-28,u&r,24.0,16652.0
2020-04-29,gr,684.0,6948.0
2020-04-29,grav,78.0,101240.0
2020-04-29,mtn,228.0,461656.0
2020-04-29,rd,252.0,510024.0
2020-04-29,u&r,24.0,21596.0
2020-04-30,gr,504.0,10456.0
2020-04-30,grav,42.0,57584.0
2020-04-30,mtn,258.0,456076.0
2020-04-30,rd,264.0,576540.0
2020-04-30,u&r,48.0,37684.0
2020-05-01,gr,594.0,9004.0
2020-05-01,grav,42.0,62508.0
2020-05-01,mtn,198.0,353164.0
2020-05-01,rd,276.0,624668.0
2020-05-01,na,6.0,12352.0
2020-05-01,u&r,30.0,27704.0
2020-05-04,gr,888.0,21756.0
2020-05-04,grav,150.0,247756.0
2020-05-04,mtn,414.0,795312.0
2020-05-04,rd,810.0,1662704.0
2020-05-04,u&r,210.0,173704.0
2020-05-05,gr,642.0,10748.0
2020-05-05,grav,78.0,129768.0
2020-05-05,mtn,300.0,503388.0
2020-05-05,rd,354.0,680564.0
2020-05-05,u&r,78.0,56508.0
2020-05-06,gr,798.0,14596.0
2020-05-06,grav,84.0,150012.0
2020-05-06,mtn,300.0,601136.0
2020-05-06,rd,396.0,797340.0
2020-05-06,na,6.0,12352.0
2020-05-06,u&r,36.0,29564.0
2020-05-07,gr,600.0,8548.0
2020-05-07,grav,36.0,64808.0
2020-05-07,mtn,192.0,451352.0
2020-05-07,rd,318.0,561048.0
2020-05-07,u&r,18.0,13988.0
2020-05-08,gr,684.0,21068.0
2020-05-08,grav,90.0,145332.0
2020-05-08,mtn,162.0,337904.0
2020-05-08,rd,324.0,745408.0
2020-05-08,na,6.0,11996.0
2020-05-08,u&r,18.0,17056.0
2020-05-11,gr,1122.0,23952.0
2020-05-11,grav,174.0,287436.0
2020-05-11,mtn,252.0,574816.0
2020-05-11,rd,594.0,1144008.0
2020-05-11,na,6.0,12352.0
2020-05-11,u&r,60.0,48936.0
2020-05-12,gr,1176.0,21776.0
2020-05-12,grav,42.0,88804.0
2020-05-12,mtn,240.0,587832.0
2020-05-12,rd,366.0,791464.0
2020-05-12,u&r,18.0,12528.0
2020-05-13,gr,708.0,14956.0
2020-05-13,grav,48.0,80000.0
2020-05-13,mtn,240.0,532792.0
2020-05-13,rd,402.0,921908.0
2020-05-13,u&r,30.0,28560.0
2020-05-14,gr,798.0,10320.0
2020-05-14,grav,72.0,138452.0
2020-05-14,mtn,162.0,376376.0
2020-05-14,rd,186.0,341352.0
2020-05-14,u&r,60.0,48548.0
2020-05-15,gr,666.0,10888.0
2020-05-15,grav,60.0,94404.0
2020-05-15,mtn,168.0,380900.0
2020-05-15,rd,324.0,613160.0
2020-05-15,u&r,18.0,14344.0
2020-05-18,gr,1074.0,23796.0
2020-05-18,grav,114.0,192712.0
2020-05-18,mtn,324.0,753064.0
2020-05-18,rd,708.0,1513652.0
2020-05-18,u&r,108.0,85400.0
2020-05-19,gr,642.0,12932.0
2020-05-19,grav,60.0,106516.0
2020-05-19,mtn,222.0,483496.0
2020-05-19,rd,378.0,808780.0
2020-05-19,u&r,42.0,36376.0
2020-05-20,gr,582.0,9536.0
2020-05-20,grav,78.0,125228.0
2020-05-20,mtn,156.0,371788.0
2020-05-20,rd,276.0,536848.0
2020-05-20,u&r,48.0,36416.0
2020-05-21,gr,750.0,13840.0
2020-05-21,grav,90.0,149476.0
2020-05-21,mtn,198.0,464316.0
2020-05-21,rd,294.0,679724.0
2020-05-21,u&r,30.0,26448.0
2020-05-22,gr,510.0,15488.0
2020-05-22,grav,84.0,137812.0
2020-05-22,mtn,192.0,465284.0
2020-05-22,rd,348.0,742796.0
2020-05-22,u&r,138.0,100852.0
2020-05-26,gr,1050.0,30380.0
2020-05-26,grav,60.0,94452.0
2020-05-26,mtn,480.0,1155468.0
2020-05-26,rd,822.0,1675464.0
2020-05-26,u&r,84.0,69060.0
2020-05-27,gr,462.0,8488.0
2020-05-27,grav,36.0,56112.0
2020-05-27,mtn,360.0,892124.0
2020-05-27,rd,390.0,900208.0
2020-05-27,u&r,84.0,71056.0
2020-05-28,gr,612.0,12764.0
2020-05-28,grav,18.0,31056.0
2020-05-28,mtn,252.0,611508.0
2020-05-28,rd,252.0,614332.0
2020-05-28,u&r,12.0,11552.0
2020-05-29,gr,600.0,10632.0
2020-05-29,grav,30.0,46960.0
2020-05-29,mtn,336.0,781256.0
2020-05-29,rd,426.0,914132.0
2020-05-29,u&r,114.0,92160.0
2020-06-01,gr,588.0,21044.0
2020-06-01,grav,84.0,126072.0
2020-06-01,mtn,432.0,997812.0
2020-06-01,rd,582.0,1284644.0
2020-06-01,u&r,78.0,85832.0
2020-06-02,gr,504.0,9540.0
2020-06-02,grav,30.0,45248.0
2020-06-02,mtn,246.0,536928.0
2020-06-02,rd,294.0,653528.0
2020-06-02,u&r,18.0,18904.0
2020-06-03,gr,582.0,8544.0
2020-06-03,grav,18.0,25400.0
2020-06-03,mtn,282.0,629996.0
2020-06-03,rd,324.0,771336.0
2020-06-03,u&r,12.0,12192.0
2020-06-04,gr,498.0,8084.0
2020-06-04,grav,84.0,120520.0
2020-06-04,mtn,366.0,787064.0
2020-06-04,rd,480.0,1070140.0
2020-06-04,u&r,72.0,61156.0
2020-06-05,gr,564.0,12848.0
2020-06-05,grav,36.0,67292.0
2020-06-05,mtn,192.0,475192.0
2020-06-05,rd,354.0,807580.0
2020-06-05,u&r,72.0,56552.0
2020-06-08,gr,786.0,26148.0
2020-06-08,grav,24.0,54248.0
2020-06-08,mtn,372.0,917372.0
2020-06-08,rd,900.0,1995800.0
2020-06-08,u&r,102.0,106148.0
2020-06-09,gr,510.0,7572.0
2020-06-09,grav,36.0,56576.0
2020-06-09,mtn,240.0,598464.0
2020-06-09,rd,396.0,859352.0
2020-06-09,u&r,30.0,33124.0
2020-06-10,gr,426.0,10504.0
2020-06-10,grav,24.0,38452.0
2020-06-10,mtn,198.0,531408.0
2020-06-10,rd,306.0,688476.0
2020-06-10,u&r,102.0,90028.0
2020-06-11,gr,468.0,12072.0
2020-06-11,grav,18.0,25900.0
2020-06-11,mtn,234.0,581504.0
2020-06-11,rd,300.0,742716.0
2020-06-11,u&r,66.0,60168.0
2020-06-12,gr,312.0,12756.0
2020-06-12,grav,18.0,25700.0
2020-06-12,mtn,210.0,465512.0
2020-06-12,rd,342.0,871804.0
2020-06-12,u&r,24.0,22496.0
2020-06-15,gr,858.0,23280.0
2020-06-15,grav,12.0,17096.0
2020-06-15,mtn,414.0,1041640.0
2020-06-15,rd,474.0,1105204.0
2020-06-15,u&r,84.0,72776.0
2020-06-16,gr,390.0,10916.0
2020-06-16,mtn,300.0,670016.0
2020-06-16,rd,294.0,656192.0
2020-06-16,u&r,24.0,23756.0
2020-06-17,gr,564.0,19768.0
2020-06-17,grav,192.0,269096.0
2020-06-17,mtn,228.0,542704.0
2020-06-17,rd,288.0,680932.0
2020-06-17,u&r,84.0,82456.0
2020-06-18,gr,462.0,7276.0
2020-06-18,grav,36.0,50756.0
2020-06-18,mtn,216.0,529640.0
2020-06-18,rd,210.0,507144.0
2020-06-18,u&r,66.0,60532.0
2020-06-19,gr,396.0,12652.0
2020-06-19,grav,12.0,16748.0
2020-06-19,mtn,186.0,435080.0
2020-06-19,rd,204.0,577692.0
2020-06-19,u&r,204.0,236576.0
2020-06-22,gr,1146.0,25008.0
2020-06-22,mtn,480.0,1196020.0
2020-06-22,rd,462.0,1277968.0
2020-06-22,u&r,138.0,143388.0
2020-06-23,gr,780.0,13988.0
2020-06-23,grav,126.0,185324.0
2020-06-23,mtn,204.0,471980.0
2020-06-23,rd,222.0,605976.0
2020-06-23,u&r,42.0,42864.0
2020-06-24,gr,498.0,10036.0
2020-06-24,grav,12.0,14820.0
2020-06-24,mtn,174.0,425660.0
2020-06-24,rd,216.0,552756.0
2020-06-24,u&r,30.0,26656.0
2020-06-25,gr,504.0,7212.0
2020-06-25,grav,12.0,14820.0
2020-06-25,mtn,168.0,431236.0
2020-06-25,rd,210.0,641124.0
2020-06-25,u&r,30.0,26488.0
2020-06-26,gr,360.0,9212.0
2020-06-26,grav,6.0,7316.0
2020-06-26,mtn,162.0,362232.0
2020-06-26,rd,216.0,556196.0
2020-06-26,u&r,18.0,21300.0
2020-06-29,gr,900.0,18464.0
2020-06-29,grav,6.0,7996.0
2020-06-29,mtn,270.0,573776.0
2020-06-29,rd,426.0,1116900.0
2020-06-29,u&r,24.0,19208.0
2020-06-30,gr,420.0,8856.0
2020-06-30,mtn,216.0,529776.0
2020-06-30,rd,210.0,595680.0
2020-06-30,u&r,24.0,24280.0
2020-07-01,gr,702.0,18224.0
2020-07-01,grav,42.0,58464.0
2020-07-01,mtn,150.0,335340.0
2020-07-01,rd,132.0,391128.0
2020-07-01,u&r,42.0,34608.0
2020-07-02,gr,462.0,6424.0
2020-07-02,grav,12.0,17104.0
2020-07-02,mtn,126.0,305832.0
2020-07-02,rd,132.0,369468.0
2020-07-02,u&r,24.0,18296.0
2020-07-06,gr,1014.0,25428.0
2020-07-06,grav,12.0,18112.0
2020-07-06,mtn,468.0,1189516.0
2020-07-06,rd,372.0,1054896.0
2020-07-06,u&r,72.0,77012.0
2020-07-07,gr,708.0,17516.0
2020-07-07,grav,18.0,31644.0
2020-07-07,mtn,180.0,441204.0
2020-07-07,rd,264.0,736376.0
2020-07-07,u&r,30.0,31912.0
2020-07-08,gr,612.0,8264.0
2020-07-08,mtn,174.0,416744.0
2020-07-08,rd,396.0,979344.0
2020-07-08,u&r,12.0,8704.0
2020-07-09,gr,540.0,12512.0
2020-07-09,grav,6.0,8176.0
2020-07-09,mtn,174.0,415840.0
2020-07-09,rd,288.0,794512.0
2020-07-09,u&r,24.0,22492.0
2020-07-10,gr,540.0,11544.0
2020-07-10,grav,6.0,9536.0
2020-07-10,mtn,96.0,238780.0
2020-07-10,rd,210.0,607236.0
2020-07-13,gr,954.0,34256.0
2020-07-13,mtn,222.0,532944.0
2020-07-13,rd,390.0,1090108.0
2020-07-13,u&r,18.0,17856.0
2020-07-14,gr,588.0,10640.0
2020-07-14,grav,18.0,42172.0
2020-07-14,mtn,168.0,443184.0
2020-07-14,rd,174.0,532896.0
2020-07-14,u&r,18.0,21296.0
2020-07-15,gr,576.0,12252.0
2020-07-15,grav,6.0,16000.0
2020-07-15,mtn,312.0,618800.0
2020-07-15,rd,150.0,479416.0
2020-07-15,u&r,6.0,6352.0
2020-07-16,gr,546.0,11148.0
2020-07-16,grav,6.0,11492.0
2020-07-16,mtn,264.0,567444.0
2020-07-16,rd,162.0,429968.0
2020-07-16,u&r,6.0,6396.0
2020-07-17,gr,426.0,9460.0
2020-07-17,grav,48.0,79544.0
2020-07-17,mtn,282.0,599524.0
2020-07-17,rd,378.0,870920.0
2020-07-17,u&r,72.0,65804.0
2020-07-20,gr,816.0,18068.0
2020-07-20,grav,12.0,20396.0
2020-07-20,mtn,360.0,806084.0
2020-07-20,rd,456.0,1248808.0
2020-07-20,u&r,36.0,43608.0
2020-07-21,gr,630.0,19984.0
2020-07-21,mtn,162.0,359292.0
2020-07-21,rd,270.0,737832.0
2020-07-21,u&r,6.0,8696.0
2020-07-22,gr,612.0,10876.0
2020-07-22,grav,36.0,69912.0
2020-07-22,mtn,216.0,543936.0
2020-07-22,rd,228.0,548832.0
2020-07-22,u&r,18.0,13536.0
2020-07-23,gr,768.0,9932.0
2020-07-23,grav,264.0,579756.0
2020-07-23,mtn,156.0,354592.0
2020-07-23,rd,258.0,514036.0
2020-07-23,u&r,60.0,49248.0
2020-07-24,gr,738.0,20560.0
2020-07-24,grav,102.0,225848.0
2020-07-24,mtn,192.0,431976.0
2020-07-24,rd,264.0,550996.0
2020-07-24,u&r,30.0,25080.0
2020-07-27,gr,900.0,26324.0
2020-07-27,grav,120.0,314380.0
2020-07-27,mtn,222.0,514212.0
2020-07-27,rd,516.0,1374624.0
2020-07-27,u&r,36.0,38788.0
2020-07-28,gr,792.0,9708.0
2020-07-28,grav,222.0,544324.0
2020-07-28,mtn,126.0,296348.0
2020-07-28,rd,276.0,705996.0
2020-07-28,u&r,6.0,5036.0
2020-07-29,gr,912.0,21840.0
2020-07-29,grav,270.0,586744.0
2020-07-29,mtn,90.0,244996.0
