date,world,pdp,purchases
2024-06-12,mtn,3181.0,6.0
2024-06-12,rd,454.0,14.0
2024-06-12,na,3.0,0.0
2024-06-12,u&r,479.0,2.0
2024-06-13,e-grav,414.0,1.0
2024-06-13,e-mtn,1318.0,2.0
2024-06-13,e-u&r,91.0,0.0
2024-06-13,gr,2139.0,86.0
2024-06-13,grav,252.0,6.0
2024-06-13,mtn,2864.0,4.0
2024-06-13,rd,433.0,15.0
2024-06-13,na,3.0,0.0
2024-06-13,u&r,500.0,4.0
2024-06-14,e-grav,410.0,1.0
2024-06-14,e-mtn,1239.0,3.0
2024-06-14,e-u&r,92.0,0.0
2024-06-14,gr,2205.0,94.0
2024-06-14,grav,245.0,14.0
2024-06-14,mtn,3099.0,2.0
2024-06-14,rd,1314.0,17.0
2024-06-14,na,3.0,0.0
2024-06-14,u&r,433.0,1.0
2024-06-15,e-grav,301.0,1.0
2024-06-15,e-mtn,1345.0,2.0
2024-06-15,e-u&r,69.0,0.0
2024-06-15,gr,1721.0,58.0
2024-06-15,grav,226.0,3.0
2024-06-15,mtn,2479.0,6.0
2024-06-15,rd,1097.0,7.0
2024-06-15,na,3.0,0.0
2024-06-15,u&r,317.0,2.0
2024-06-16,e-grav,316.0,0.0
2024-06-16,e-mtn,1413.0,3.0
2024-06-16,e-u&r,89.0,0.0
2024-06-16,gr,1592.0,56.0
2024-06-16,grav,268.0,8.0
2024-06-16,mtn,3001.0,12.0
2024-06-16,rd,1001.0,9.0
2024-06-16,na,2.0,0.0
2024-06-16,u&r,427.0,0.0
2024-06-17,e-grav,336.0,0.0
2024-06-17,e-mtn,1757.0,2.0
2024-06-17,e-u&r,80.0,0.0
2024-06-17,gr,1034.0,75.0
2024-06-17,grav,355.0,9.0
2024-06-17,mtn,3529.0,5.0
2024-06-17,rd,1457.0,16.0
2024-06-17,na,2.0,0.0
2024-06-17,u&r,367.0,0.0
2024-06-18,e-grav,357.0,0.0
2024-06-18,e-mtn,1474.0,3.0
2024-06-18,e-u&r,67.0,0.0
2024-06-18,gr,1928.0,63.0
2024-06-18,grav,230.0,7.0
2024-06-18,mtn,3494.0,4.0
2024-06-18,rd,441.0,9.0
2024-06-18,u&r,422.0,0.0
2024-06-19,e-grav,381.0,2.0
2024-06-19,e-mtn,1529.0,2.0
2024-06-19,e-u&r,126.0,0.0
2024-06-19,gr,2070.0,108.0
2024-06-19,grav,201.0,12.0
2024-06-19,mtn,2955.0,9.0
2024-06-19,rd,1077.0,17.0
2024-06-19,u&r,356.0,1.0
2024-06-20,e-grav,356.0,1.0
2024-06-20,e-mtn,1534.0,1.0
2024-06-20,e-u&r,91.0,0.0
2024-06-20,gr,1983.0,61.0
2024-06-20,grav,210.0,11.0
2024-06-20,mtn,3447.0,11.0
2024-06-20,rd,1315.0,12.0
2024-06-20,na,2.0,0.0
2024-06-20,u&r,383.0,1.0
2024-06-21,e-grav,335.0,0.0
2024-06-21,e-mtn,1665.0,1.0
2024-06-21,e-u&r,149.0,0.0
2024-06-21,gr,1815.0,74.0
2024-06-21,grav,324.0,12.0
2024-06-21,mtn,3526.0,6.0
2024-06-21,rd,1574.0,18.0
2024-06-21,u&r,373.0,0.0
2024-06-22,e-grav,417.0,1.0
2024-06-22,e-mtn,1573.0,0.0
2024-06-22,e-u&r,120.0,0.0
2024-06-22,gr,1744.0,37.0
2024-06-22,grav,208.0,5.0
2024-06-22,mtn,3726.0,4.0
2024-06-22,rd,1091.0,10.0
2024-06-22,na,2.0,0.0
2024-06-22,u&r,334.0,1.0
2024-06-23,e-grav,415.0,0.0
2024-06-23,e-mtn,1439.0,1.0
2024-06-23,e-u&r,169.0,0.0
2024-06-23,gr,1540.0,37.0
2024-06-23,grav,692.0,4.0
2024-06-23,mtn,3978.0,7.0
2024-06-23,rd,900.0,6.0
2024-06-23,na,4.0,0.0
2024-06-23,u&r,335.0,0.0
2024-06-24,e-grav,397.0,0.0
2024-06-24,e-mtn,1675.0,1.0
2024-06-24,e-u&r,116.0,0.0
2024-06-24,gr,2027.0,42.0
2024-06-24,grav,277.0,3.0
2024-06-24,mtn,3411.0,10.0
2024-06-24,rd,1350.0,11.0
2024-06-24,na,1.0,0.0
2024-06-24,u&r,523.0,3.0
2024-06-25,e-grav,324.0,1.0
2024-06-25,e-mtn,1892.0,9.0
2024-06-25,e-u&r,111.0,0.0
2024-06-25,gr,2134.0,77.0
2024-06-25,grav,218.0,8.0
2024-06-25,mtn,3080.0,6.0
2024-06-25,rd,1472.0,21.0
2024-06-25,u&r,603.0,1.0
2024-06-26,e-grav,380.0,0.0
2024-06-26,e-mtn,1466.0,3.0
2024-06-26,e-u&r,151.0,0.0
2024-06-26,gr,1831.0,61.0
2024-06-26,grav,167.0,8.0
2024-06-26,mtn,3860.0,8.0
2024-06-26,rd,1130.0,21.0
2024-06-26,u&r,402.0,0.0
2024-06-27,e-grav,381.0,4.0
2024-06-27,e-mtn,1639.0,4.0
2024-06-27,e-u&r,133.0,0.0
2024-06-27,gr,1774.0,42.0
2024-06-27,grav,178.0,5.0
2024-06-27,mtn,2980.0,9.0
2024-06-27,rd,1182.0,20.0
2024-06-27,na,1.0,0.0
2024-06-27,u&r,310.0,2.0
2024-06-28,e-grav,273.0,4.0
2024-06-28,e-mtn,1671.0,4.0
2024-06-28,e-u&r,81.0,0.0
2024-06-28,gr,1745.0,69.0
2024-06-28,grav,179.0,2.0
2024-06-28,mtn,3064.0,8.0
2024-06-28,rd,1005.0,19.0
2024-06-28,na,1.0,0.0
2024-06-28,u&r,383.0,3.0
2024-06-29,e-grav,330.0,0.0
2024-06-29,e-mtn,1380.0,3.0
2024-06-29,e-u&r,102.0,0.0
2024-06-29,gr,1474.0,56.0
2024-06-29,grav,215.0,5.0
2024-06-29,mtn,3609.0,12.0
2024-06-29,rd,841.0,15.0
2024-06-29,na,1.0,0.0
2024-06-29,u&r,398.0,1.0
2024-06-30,e-grav,437.0,0.0
2024-06-30,e-mtn,1692.0,5.0
2024-06-30,e-u&r,152.0,1.0
2024-06-30,gr,1694.0,40.0
2024-06-30,grav,217.0,7.0
2024-06-30,mtn,2776.0,8.0
2024-06-30,rd,922.0,13.0
2024-06-30,na,4.0,0.0
2024-06-30,u&r,368.0,2.0
2024-07-01,e-grav,377.0,0.0
2024-07-01,e-mtn,1785.0,4.0
2024-07-01,e-u&r,105.0,0.0
2024-07-01,gr,2180.0,84.0
2024-07-01,grav,329.0,13.0
2024-07-01,mtn,3496.0,11.0
2024-07-01,rd,1399.0,20.0
2024-07-01,na,2.0,0.0
2024-07-01,u&r,368.0,4.0
2024-07-02,e-grav,350.0,1.0
2024-07-02,e-mtn,1616.0,6.0
2024-07-02,e-u&r,89.0,0.0
2024-07-02,gr,2039.0,95.0
2024-07-02,grav,243.0,6.0
2024-07-02,mtn,3187.0,8.0
2024-07-02,rd,1632.0,28.0
2024-07-02,na,1.0,0.0
2024-07-02,u&r,399.0,1.0
2024-07-03,e-grav,352.0,1.0
2024-07-03,e-mtn,1877.0,4.0
2024-07-03,e-u&r,87.0,0.0
2024-07-03,gr,2042.0,77.0
2024-07-03,grav,165.0,13.0
2024-07-03,mtn,3158.0,13.0
2024-07-03,rd,1304.0,17.0
2024-07-03,u&r,362.0,0.0
2024-07-04,e-grav,363.0,2.0
2024-07-04,e-mtn,1604.0,6.0
2024-07-04,e-u&r,91.0,0.0
2024-07-04,gr,1536.0,43.0
2024-07-04,grav,210.0,7.0
2024-07-04,mtn,3142.0,6.0
2024-07-04,rd,1267.0,15.0
2024-07-04,u&r,416.0,1.0
2024-07-05,e-grav,275.0,1.0
2024-07-05,e-mtn,1563.0,6.0
2024-07-05,e-u&r,66.0,0.0
2024-07-05,gr,1730.0,71.0
2024-07-05,grav,210.0,9.0
2024-07-05,mtn,2769.0,9.0
2024-07-05,rd,1356.0,18.0
2024-07-05,na,1.0,0.0
2024-07-05,u&r,373.0,3.0
2024-07-06,e-grav,362.0,1.0
2024-07-06,e-mtn,930.0,3.0
2024-07-06,e-u&r,83.0,0.0
2024-07-06,gr,1664.0,76.0
2024-07-06,grav,160.0,8.0
2024-07-06,mtn,3061.0,18.0
2024-07-06,rd,1256.0,21.0
2024-07-06,na,1.0,0.0
2024-07-06,u&r,475.0,2.0
2024-07-07,e-grav,377.0,0.0
2024-07-07,e-mtn,1791.0,4.0
2024-07-07,e-u&r,113.0,0.0
2024-07-07,gr,1950.0,103.0
2024-07-07,grav,274.0,14.0
2024-07-07,mtn,3130.0,13.0
2024-07-07,rd,1199.0,23.0
2024-07-07,u&r,537.0,5.0
2024-07-08,e-grav,494.0,1.0
2024-07-08,e-mtn,937.0,11.0
2024-07-08,e-u&r,99.0,0.0
2024-07-08,gr,2333.0,79.0
2024-07-08,grav,240.0,8.0
2024-07-08,mtn,3912.0,14.0
2024-07-08,rd,1625.0,27.0
2024-07-08,na,1.0,0.0
2024-07-08,u&r,584.0,3.0
2024-07-09,e-grav,429.0,0.0
2024-07-09,e-mtn,975.0,3.0
2024-07-09,e-u&r,89.0,0.0
2024-07-09,gr,1457.0,92.0
2024-07-09,grav,297.0,13.0
2024-07-09,mtn,3599.0,9.0
2024-07-09,rd,1435.0,22.0
2024-07-09,u&r,642.0,9.0
2024-07-10,e-grav,375.0,4.0
2024-07-10,e-mtn,1782.0,5.0
2024-07-10,e-u&r,82.0,0.0
2024-07-10,gr,2183.0,111.0
2024-07-10,grav,266.0,12.0
2024-07-10,mtn,3193.0,13.0
2024-07-10,rd,1366.0,26.0
2024-07-10,u&r,593.0,5.0
2024-07-11,e-grav,335.0,2.0
2024-07-11,e-mtn,2058.0,7.0
2024-07-11,e-u&r,71.0,0.0
2024-07-11,gr,1916.0,90.0
2024-07-11,grav,347.0,18.0
2024-07-11,mtn,3336.0,17.0
2024-07-11,rd,1598.0,24.0
2024-07-11,u&r,470.0,3.0
2024-07-12,e-grav,265.0,0.0
2024-07-12,e-mtn,1868.0,12.0
2024-07-12,e-u&r,74.0,0.0
2024-07-12,gr,1648.0,54.0
2024-07-12,grav,292.0,16.0
2024-07-12,mtn,3212.0,15.0
2024-07-12,rd,1244.0,29.0
2024-07-12,na,1.0,0.0
2024-07-12,u&r,470.0,4.0
2024-07-13,e-grav,275.0,0.0
2024-07-13,e-mtn,1429.0,9.0
2024-07-13,e-u&r,78.0,0.0
2024-07-13,gr,2156.0,63.0
2024-07-13,grav,201.0,8.0
2024-07-13,mtn,2836.0,7.0
2024-07-13,rd,1088.0,17.0
2024-07-13,u&r,405.0,3.0
2024-07-14,e-grav,341.0,0.0
2024-07-14,e-mtn,1539.0,5.0
2024-07-14,e-u&r,75.0,1.0
2024-07-14,gr,1784.0,64.0
2024-07-14,grav,163.0,9.0
2024-07-14,mtn,3308.0,4.0
2024-07-14,rd,906.0,14.0
2024-07-14,na,1.0,0.0
2024-07-14,u&r,361.0,2.0
2024-07-15,e-grav,397.0,1.0
2024-07-15,e-mtn,1239.0,9.0
2024-07-15,e-u&r,79.0,0.0
2024-07-15,gr,2282.0,57.0
2024-07-15,grav,276.0,9.0
2024-07-15,mtn,3466.0,9.0
2024-07-15,rd,1381.0,23.0
2024-07-15,u&r,590.0,2.0
2024-07-16,e-grav,374.0,1.0
2024-07-16,e-mtn,2507.0,5.0
2024-07-16,e-u&r,127.0,0.0
2024-07-16,gr,1475.0,94.0
2024-07-16,grav,263.0,13.0
2024-07-16,mtn,3338.0,11.0
2024-07-16,rd,1394.0,15.0
2024-07-16,u&r,537.0,3.0
2024-07-17,e-grav,279.0,0.0
2024-07-17,e-mtn,1951.0,6.0
2024-07-17,e-u&r,96.0,0.0
2024-07-17,gr,2216.0,59.0
2024-07-17,grav,208.0,6.0
2024-07-17,mtn,3077.0,6.0
2024-07-17,rd,1093.0,15.0
2024-07-17,na,2.0,0.0
2024-07-17,u&r,458.0,4.0
2024-07-18,e-grav,297.0,2.0
2024-07-18,e-mtn,1768.0,5.0
2024-07-18,e-u&r,79.0,0.0
2024-07-18,gr,1936.0,64.0
2024-07-18,grav,333.0,8.0
2024-07-18,mtn,2866.0,6.0
2024-07-18,rd,1267.0,14.0
2024-07-18,na,3.0,0.0
2024-07-18,u&r,401.0,1.0
2024-07-19,e-grav,329.0,0.0
2024-07-19,e-mtn,1678.0,5.0
2024-07-19,e-u&r,92.0,0.0
2024-07-19,gr,1777.0,94.0
2024-07-19,grav,314.0,8.0
2024-07-19,mtn,2946.0,11.0
2024-07-19,rd,2202.0,40.0
2024-07-19,na,3.0,0.0
2024-07-19,u&r,412.0,3.0
2024-07-20,e-grav,288.0,1.0
2024-07-20,e-mtn,1473.0,3.0
2024-07-20,e-u&r,66.0,0.0
2024-07-20,gr,1974.0,69.0
2024-07-20,grav,1109.0,4.0
2024-07-20,mtn,3332.0,4.0
2024-07-20,rd,1488.0,34.0
2024-07-20,u&r,395.0,3.0
2024-07-21,e-grav,302.0,0.0
2024-07-21,e-mtn,1477.0,4.0
2024-07-21,e-u&r,50.0,0.0
2024-07-21,gr,1824.0,50.0
2024-07-21,grav,1179.0,5.0
2024-07-21,mtn,3417.0,1.0
2024-07-21,rd,1475.0,18.0
2024-07-21,na,1.0,0.0
2024-07-21,u&r,372.0,4.0
2024-07-22,e-grav,353.0,1.0
2024-07-22,e-mtn,1811.0,6.0
2024-07-22,e-u&r,94.0,0.0
2024-07-22,gr,2423.0,83.0
2024-07-22,grav,285.0,5.0
2024-07-22,mtn,3123.0,7.0
2024-07-22,rd,1718.0,17.0
2024-07-22,u&r,496.0,1.0
2024-07-23,e-grav,303.0,0.0
2024-07-23,e-mtn,1668.0,16.0
2024-07-23,e-u&r,87.0,0.0
2024-07-23,gr,2380.0,94.0
2024-07-23,grav,132.0,12.0
2024-07-23,mtn,2834.0,4.0
2024-07-23,rd,1658.0,26.0
2024-07-23,na,2.0,0.0
2024-07-23,u&r,398.0,0.0
2024-07-24,e-grav,297.0,0.0
2024-07-24,e-mtn,1459.0,1.0
2024-07-24,e-u&r,87.0,0.0
2024-07-24,gr,2367.0,86.0
2024-07-24,grav,149.0,12.0
2024-07-24,mtn,3073.0,4.0
2024-07-24,rd,1618.0,22.0
2024-07-24,u&r,502.0,4.0
2024-07-25,e-grav,322.0,2.0
2024-07-25,e-mtn,1283.0,2.0
2024-07-25,e-u&r,116.0,1.0
2024-07-25,gr,2090.0,46.0
2024-07-25,grav,171.0,7.0
2024-07-25,mtn,2962.0,7.0
2024-07-25,rd,1616.0,16.0
2024-07-25,na,1.0,0.0
2024-07-25,u&r,456.0,1.0
2024-07-26,e-grav,267.0,0.0
2024-07-26,e-mtn,1470.0,2.0
2024-07-26,e-u&r,79.0,0.0
2024-07-26,gr,1923.0,56.0
2024-07-26,grav,149.0,7.0
2024-07-26,mtn,2813.0,6.0
2024-07-26,rd,1251.0,12.0
2024-07-26,na,4.0,0.0
2024-07-26,u&r,385.0,1.0
2024-07-27,e-grav,286.0,0.0
2024-07-27,e-mtn,1252.0,3.0
2024-07-27,e-u&r,65.0,0.0
2024-07-27,gr,1500.0,58.0
2024-07-27,grav,1168.0,12.0
2024-07-27,mtn,2465.0,6.0
2024-07-27,rd,1106.0,8.0
2024-07-27,u&r,384.0,3.0
2024-07-28,e-grav,353.0,0.0
2024-07-28,e-mtn,1352.0,2.0
2024-07-28,e-u&r,44.0,0.0
2024-07-28,gr,1713.0,30.0
2024-07-28,grav,1130.0,6.0
2024-07-28,mtn,2868.0,4.0
2024-07-28,rd,1012.0,9.0
2024-07-28,na,1.0,0.0
2024-07-28,u&r,429.0,2.0
2024-07-29,e-grav,331.0,0.0
2024-07-29,e-mtn,1613.0,1.0
2024-07-29,e-u&r,79.0,0.0
2024-07-29,gr,2300.0,65.0
2024-07-29,grav,252.0,8.0
2024-07-29,mtn,3518.0,9.0
2024-07-29,rd,1549.0,19.0
2024-07-29,na,2.0,0.0
2024-07-29,u&r,512.0,3.0
2024-07-30,e-grav,346.0,0.0
2024-07-30,e-mtn,1574.0,7.0
2024-07-30,e-u&r,69.0,0.0
2024-07-30,gr,2248.0,66.0
2024-07-30,grav,259.0,9.0
2024-07-30,mtn,3223.0,2.0
2024-07-30,rd,1298.0,13.0
2024-07-30,na,3.0,0.0
2024-07-30,u&r,546.0,1.0
2024-07-31,e-grav,423.0,0.0
2024-07-31,e-mtn,1457.0,5.0
2024-07-31,e-u&r,65.0,0.0
2024-07-31,gr,1907.0,34.0
2024-07-31,grav,232.0,4.0
2024-07-31,mtn,3034.0,6.0
2024-07-31,rd,1235.0,14.0
2024-07-31,na,1.0,0.0
2024-07-31,u&r,458.0,2.0
2024-08-01,e-grav,397.0,1.0
2024-08-01,e-mtn,1566.0,3.0
2024-08-01,e-u&r,56.0,0.0
2024-08-01,gr,1680.0,47.0
2024-08-01,grav,202.0,7.0
2024-08-01,mtn,3517.0,3.0
2024-08-01,rd,901.0,14.0
2024-08-01,u&r,414.0,1.0
2024-08-02,e-grav,400.0,0.0
2024-08-02,e-mtn,1396.0,0.0
2024-08-02,e-u&r,89.0,0.0
2024-08-02,gr,2013.0,64.0
2024-08-02,grav,152.0,8.0
2024-08-02,mtn,3073.0,9.0
2024-08-02,rd,1175.0,11.0
2024-08-02,na,1.0,0.0
2024-08-02,u&r,486.0,2.0
2024-08-03,e-grav,289.0,1.0
2024-08-03,e-mtn,1212.0,1.0
2024-08-03,e-u&r,68.0,0.0
2024-08-03,gr,1333.0,38.0
2024-08-03,grav,1133.0,3.0
2024-08-03,mtn,3098.0,6.0
2024-08-03,rd,828.0,10.0
2024-08-03,u&r,308.0,0.0
2024-08-04,e-grav,346.0,0.0
2024-08-04,e-mtn,1311.0,1.0
2024-08-04,e-u&r,69.0,0.0
2024-08-04,gr,1585.0,36.0
2024-08-04,grav,320.0,4.0
2024-08-04,mtn,3487.0,2.0
2024-08-04,rd,1198.0,10.0
2024-08-04,na,2.0,0.0
2024-08-04,u&r,365.0,2.0
2024-08-05,e-grav,408.0,0.0
2024-08-05,e-mtn,1558.0,3.0
2024-08-05,e-u&r,90.0,0.0
2024-08-05,gr,2249.0,28.0
2024-08-05,grav,123.0,6.0
2024-08-05,mtn,2986.0,9.0
2024-08-05,rd,1170.0,8.0
2024-08-05,na,2.0,0.0
2024-08-05,u&r,492.0,1.0
2024-08-06,e-grav,271.0,1.0
2024-08-06,e-mtn,1562.0,3.0
2024-08-06,e-u&r,102.0,1.0
2024-08-06,gr,1821.0,35.0
2024-08-06,grav,143.0,5.0
2024-08-06,mtn,3413.0,5.0
2024-08-06,rd,1313.0,7.0
2024-08-06,u&r,402.0,1.0
2024-08-07,e-grav,341.0,1.0
2024-08-07,e-mtn,1381.0,4.0
2024-08-07,e-u&r,104.0,0.0
2024-08-07,gr,1500.0,18.0
2024-08-07,grav,164.0,2.0
2024-08-07,mtn,3720.0,3.0
2024-08-07,rd,1092.0,11.0
2024-08-07,na,2.0,0.0
2024-08-07,u&r,450.0,0.0
2024-08-08,e-grav,388.0,0.0
2024-08-08,e-mtn,1741.0,5.0
2024-08-08,e-u&r,118.0,0.0
2024-08-08,gr,1939.0,32.0
2024-08-08,grav,154.0,3.0
2024-08-08,mtn,2992.0,7.0
2024-08-08,rd,1497.0,11.0
2024-08-08,u&r,493.0,1.0
2024-08-09,e-grav,318.0,1.0
2024-08-09,e-mtn,1522.0,3.0
2024-08-09,e-u&r,99.0,0.0
2024-08-09,gr,2184.0,54.0
2024-08-09,grav,292.0,6.0
2024-08-09,mtn,3613.0,4.0
2024-08-09,rd,1411.0,25.0
2024-08-09,u&r,394.0,4.0
2024-08-10,e-grav,385.0,0.0
2024-08-10,e-mtn,1384.0,2.0
2024-08-10,e-u&r,78.0,0.0
2024-08-10,gr,1583.0,36.0
2024-08-10,grav,446.0,9.0
2024-08-10,mtn,3303.0,4.0
2024-08-10,rd,1284.0,14.0
2024-08-10,na,1.0,0.0
2024-08-10,u&r,427.0,1.0
2024-08-11,e-grav,368.0,0.0
2024-08-11,e-mtn,1917.0,6.0
2024-08-11,e-u&r,120.0,0.0
2024-08-11,gr,2012.0,38.0
2024-08-11,grav,162.0,9.0
2024-08-11,mtn,2883.0,10.0
2024-08-11,rd,1018.0,7.0
2024-08-11,na,1.0,0.0
2024-08-11,u&r,547.0,0.0
2024-08-12,e-grav,364.0,1.0
2024-08-12,e-mtn,1586.0,3.0
2024-08-12,e-u&r,114.0,1.0
2024-08-12,gr,2061.0,33.0
2024-08-12,grav,99.0,8.0
2024-08-12,mtn,2912.0,5.0
2024-08-12,rd,1059.0,13.0
2024-08-12,na,1.0,0.0
2024-08-12,u&r,474.0,1.0
2024-08-13,e-grav,345.0,1.0
2024-08-13,e-mtn,1286.0,3.0
2024-08-13,e-u&r,69.0,0.0
2024-08-13,gr,1794.0,16.0
2024-08-13,grav,201.0,9.0
2024-08-13,mtn,3411.0,4.0
2024-08-13,rd,952.0,10.0
2024-08-13,na,1.0,0.0
2024-08-13,u&r,413.0,1.0
2024-08-14,e-grav,400.0,2.0
2024-08-14,e-mtn,1523.0,0.0
2024-08-14,e-u&r,82.0,2.0
2024-08-14,gr,1758.0,57.0
2024-08-14,grav,151.0,4.0
2024-08-14,mtn,4008.0,5.0
2024-08-14,rd,989.0,12.0
2024-08-14,u&r,448.0,1.0
2024-08-15,e-grav,416.0,3.0
2024-08-15,e-mtn,1190.0,4.0
2024-08-15,e-u&r,60.0,0.0
2024-08-15,gr,2666.0,42.0
2024-08-15,grav,203.0,6.0
2024-08-15,mtn,3148.0,5.0
2024-08-15,rd,1084.0,12.0
2024-08-15,u&r,439.0,1.0
2024-08-16,e-grav,356.0,0.0
2024-08-16,e-mtn,1631.0,3.0
2024-08-16,e-u&r,100.0,1.0
2024-08-16,gr,2450.0,57.0
2024-08-16,grav,279.0,11.0
2024-08-16,mtn,3594.0,1.0
2024-08-16,rd,1390.0,12.0
2024-08-16,u&r,558.0,1.0
2024-08-17,e-grav,311.0,0.0
2024-08-17,e-mtn,1163.0,2.0
2024-08-17,e-u&r,81.0,0.0
2024-08-17,gr,1747.0,24.0
2024-08-17,grav,937.0,2.0
2024-08-17,mtn,2826.0,6.0
2024-08-17,rd,968.0,8.0
2024-08-17,u&r,273.0,0.0
2024-08-18,e-grav,239.0,1.0
2024-08-18,e-mtn,1216.0,2.0
2024-08-18,e-u&r,58.0,0.0
2024-08-18,gr,1849.0,51.0
2024-08-18,grav,109.0,13.0
2024-08-18,mtn,2932.0,2.0
2024-08-18,rd,804.0,12.0
2024-08-18,na,1.0,0.0
2024-08-18,u&r,392.0,1.0
2024-08-19,e-grav,459.0,1.0
2024-08-19,e-mtn,1483.0,10.0
2024-08-19,e-u&r,131.0,1.0
2024-08-19,gr,1981.0,75.0
2024-08-19,grav,403.0,15.0
2024-08-19,mtn,4352.0,8.0
2024-08-19,rd,1790.0,18.0
2024-08-19,na,1.0,0.0
2024-08-19,u&r,620.0,1.0
2024-08-20,e-grav,384.0,0.0
2024-08-20,e-mtn,1142.0,7.0
2024-08-20,e-u&r,118.0,1.0
2024-08-20,gr,2600.0,66.0
2024-08-20,grav,278.0,10.0
2024-08-20,mtn,3651.0,11.0
2024-08-20,rd,1292.0,13.0
2024-08-20,u&r,470.0,0.0
2024-08-21,e-grav,283.0,1.0
2024-08-21,e-mtn,1880.0,7.0
2024-08-21,e-u&r,51.0,0.0
2024-08-21,gr,2000.0,37.0
2024-08-21,grav,316.0,12.0
2024-08-21,mtn,3883.0,3.0
2024-08-21,rd,995.0,16.0
2024-08-21,na,1.0,0.0
2024-08-21,u&r,454.0,1.0
2024-08-22,e-grav,350.0,1.0
2024-08-22,e-mtn,1578.0,6.0
2024-08-22,e-u&r,79.0,0.0
2024-08-22,gr,2036.0,49.0
2024-08-22,grav,171.0,10.0
2024-08-22,mtn,3754.0,10.0
2024-08-22,rd,1506.0,21.0
2024-08-22,u&r,439.0,1.0
2024-08-23,e-grav,238.0,0.0
2024-08-23,e-mtn,1539.0,10.0
2024-08-23,e-u&r,96.0,0.0
2024-08-23,gr,1842.0,40.0
2024-08-23,grav,166.0,5.0
2024-08-23,mtn,3819.0,9.0
2024-08-23,rd,589.0,14.0
2024-08-23,u&r,448.0,0.0
2024-08-24,e-grav,297.0,1.0
2024-08-24,e-mtn,1445.0,5.0
2024-08-24,e-u&r,77.0,0.0
2024-08-24,gr,1710.0,40.0
2024-08-24,grav,195.0,10.0
2024-08-24,mtn,3439.0,4.0
2024-08-24,rd,975.0,16.0
2024-08-24,u&r,312.0,1.0
2024-08-25,e-grav,332.0,0.0
2024-08-25,e-mtn,1704.0,2.0
2024-08-25,e-u&r,91.0,1.0
2024-08-25,gr,1725.0,26.0
2024-08-25,grav,226.0,9.0
2024-08-25,mtn,3507.0,6.0
2024-08-25,rd,1618.0,13.0
2024-08-25,u&r,317.0,0.0
2024-08-26,e-grav,407.0,0.0
2024-08-26,e-mtn,962.0,6.0
2024-08-26,e-u&r,82.0,1.0
2024-08-26,gr,2459.0,39.0
2024-08-26,grav,242.0,7.0
2024-08-26,mtn,3259.0,7.0
2024-08-26,rd,1623.0,11.0
2024-08-26,na,1.0,0.0
2024-08-26,u&r,453.0,0.0
2024-08-27,e-grav,348.0,1.0
2024-08-27,e-mtn,889.0,4.0
2024-08-27,e-u&r,55.0,0.0
2024-08-27,gr,2235.0,59.0
2024-08-27,grav,264.0,10.0
2024-08-27,mtn,3156.0,12.0
2024-08-27,rd,1324.0,19.0
2024-08-27,u&r,493.0,1.0
2024-08-28,e-grav,347.0,0.0
2024-08-28,e-mtn,1519.0,4.0
2024-08-28,e-u&r,94.0,0.0
2024-08-28,gr,1937.0,37.0
2024-08-28,grav,194.0,7.0
2024-08-28,mtn,2592.0,7.0
2024-08-28,rd,1542.0,22.0
2024-08-28,u&r,437.0,1.0
2024-08-29,e-grav,272.0,2.0
2024-08-29,e-mtn,1664.0,6.0
2024-08-29,e-u&r,63.0,0.0
2024-08-29,gr,2145.0,45.0
2024-08-29,grav,201.0,7.0
2024-08-29,mtn,3863.0,7.0
2024-08-29,rd,1199.0,15.0
2024-08-29,na,3.0,0.0
2024-08-29,u&r,426.0,2.0
2024-08-30,e-grav,283.0,1.0
2024-08-30,e-mtn,1814.0,10.0
2024-08-30,e-u&r,81.0,0.0
2024-08-30,gr,1960.0,43.0
2024-08-30,grav,153.0,13.0
2024-08-30,mtn,2665.0,11.0
2024-08-30,rd,1300.0,24.0
2024-08-30,u&r,492.0,4.0
2024-08-31,e-grav,274.0,1.0
2024-08-31,e-mtn,1566.0,9.0
2024-08-31,e-u&r,71.0,0.0
2024-08-31,gr,1855.0,33.0
2024-08-31,grav,165.0,15.0
2024-08-31,mtn,3221.0,11.0
2024-08-31,rd,1152.0,29.0
2024-08-31,u&r,538.0,3.0
2024-09-01,e-grav,378.0,0.0
2024-09-01,e-mtn,1756.0,2.0
2024-09-01,e-u&r,104.0,1.0
2024-09-01,gr,1805.0,36.0
2024-09-01,grav,177.0,9.0
2024-09-01,mtn,3630.0,5.0
2024-09-01,rd,1014.0,15.0
2024-09-01,u&r,580.0,4.0
2024-09-02,e-grav,350.0,0.0
2024-09-02,e-mtn,944.0,7.0
2024-09-02,e-u&r,135.0,0.0
2024-09-02,gr,2057.0,64.0
2024-09-02,grav,246.0,7.0
2024-09-02,mtn,3036.0,6.0
2024-09-02,rd,1287.0,16.0
2024-09-02,u&r,553.0,0.0
2024-09-03,e-grav,325.0,0.0
2024-09-03,e-mtn,931.0,7.0
2024-09-03,e-u&r,99.0,0.0
2024-09-03,gr,2280.0,55.0
2024-09-03,grav,135.0,8.0
2024-09-03,mtn,3411.0,15.0
2024-09-03,rd,1308.0,16.0
2024-09-03,u&r,488.0,0.0
2024-09-04,e-grav,307.0,0.0
2024-09-04,e-mtn,742.0,5.0
2024-09-04,e-u&r,80.0,0.0
